number,description,dimensions,product_number
1280GY,"Accent Chair, Gray",29 x 31.5 x 34.25H,1280GY
1282GY-1,Accent Chair,28 x 29 x 38H,1282GY-1
1292-1,Accent Chair,36 x 32 x 29.5H,1292-1
1294GY-1,Accent Chair,32.5 X 31 X 33H,1294GY-1
1296F1S,Accent Chair with Kidney Pillow， Charcoal,30.5 x  34 x 49H,1296F1S
1296F2S,"Accent Chair with Kidney Pillow, Teal",30.5 x  34 x 49H,1296F2S
1297BU-1,Accent Chair,29.25 x 30.5 x 36H,1297BU-1
17049-3,Sofa,98 x 36.5 x 43H,17049
17049-2,Love Seat,69 x 36.5 x 42.5H,17049
17049-1,Chair,46 x 36.5 x 40.25H,17049
19359-3,Sofa,97.5 x 41 x 41H,19359
19359-2,Love Seat,81.75 x 41 x 41H,19359
19359-1,Chair,55.5 x 41 x 41H,19359
468F25S,Armless Lounge Chair,22.75 x 29.5 x 32.5H,468F25S
4791PU,Elegant Lounger,Sofa: 71 x 35 x 31H Bed: 71 x 43 x 15H,4791PU
4802MFR,Elegant Lounger,Sofa: 83.5 x 32 x 34.5H Bed: 83.5 x 50.5 x 26H,4802MFR
4803BLK,Elegant Lounger,Sofa: 82.5 x 32 x 32H,4803BLK
4809CH,Elegant Lounger,Sofa: 70.5 x 36 x 35H Bed: 70.5 x 49 x 19.5H,4809CH
4823BR,Elegant Lounger,Sofa: 70.5 x 33.5 x 30.5H Bed: 70.5 x 42.25 x 15.5H,4823BR
4823GP,Elegant Lounger,Sofa: 70.5 x 33.5 x 30.5H Bed: 70.5 x 42.25 x 15.5H,4823GP
4829DB,Elegant Lounger,Sofa: 82.5 x 32 x 34.75H,4829DB
4829LN,Elegant Lounger,Sofa: 82.5 x 32 x 34.75H,4829LN
4838,Elegant Lounger,Sofa: 82.5 x 32 x 34.75H,4838
8200BRW-3PW,POWER Double Reclining Sofa,88 x 39 x 39.5H,8200BRW
8200BRW-3,Double Reclining Sofa,88 x 39 x 39.5H,8200BRW
8200BRW-2PW,POWER Double Reclining Love Seat with Center Console,76.75 x 39 x 39.5H,8200BRW
8200BRW-2,Double Reclining Love Seat with Center Console,76.75 x 39 x 39.5H,8200BRW
8200BRW-1PW,POWER Reclining Chair,42 x 39 x 39.5H,8200BRW
8200BRW-1,Glider Reclining Chair,42 x 39 x 39.5H,8200BRW
8201BLK-3,Double Reclining Sofa with Center Drop-Down Cup holders,81.5 x 39 x 39H,8201BLK
8201BLK-2,Double Glider Reclining Love Seat with Center Console,72.5 x 39 x 39H,8201BLK
8201BLK-1,Glider Reclining Chair,35.5 x 39 x 39H,8201BLK
8201BRW-3,Double Reclining Sofa with Center Drop-Down Cup holders,81.5 x 39 x 39H,8201BRW
8201BRW-2,Double Glider Reclining Love Seat with Center Console,72.5 x 39 x 39H,8201BRW
8201BRW-1,Glider Reclining Chair,35.5 x 39 x 39H,8201BRW
8202CH-3,Sofa,72 x 32 x 35H,8202CH
8202CH-2,Love Seat,56.75 x 32 x 35H,8202CH
8202CH*SC,Reversible Sectional,84 x 107 x 35H,8202CH-SC
8202GRY-3,Sofa,72 x 32 x 35H,8202GRY
8202GRY-2,Love Seat,56.75 x 32 x 35H,8202GRY
8202GRY*SC,Reversible Sectional,84 x 107 x 35H,8202GRY-SC
8203GY-3,Sofa,79.5 x 33 x 34H,8203GY
8203GY-2,Love Seat,57.5 x 33 x 34H,8203GY
8203GY-1,Chair,35.5 x 33 x 34H,8203GY
8203RD-3,Sofa,79.5 x 33 x 34H,8203RD
8203RD-2,Love Seat,57.5 x 33 x 34H,8203RD
8203RD-1,Chair,35.5 x 33 x 34H,8203RD
8204-3,Sofa,86.5 x 38.25 x 37.5H,8204
8204-2,Love Seat,63 x 38.25 x 37.5H,8204
8204-1,Chair,39.5 x 38.25 x 37.5H,8204
8205BR-1,Reclining Chair,32.5 x 36 x 40H,8205BR-1
8205CH-1,Reclining Chair,32.5 x 36 x 40H,8205CH-1
8206BRW-3,"Double Reclining Sofa with Center Drop-Down Cup holders, Receptacles and Hidden Drawer",86.5 x 40.25 x 40.25H,8206BRW
8206BRW-2,Double Glider Reclining Love Seat with Center Console and Receptacles,76 x 40.25 x 40.25H,8206BRW
8206BRW-1,Glider Reclining Chair,45 x 40.25 x 40.25H,8206BRW
8206NF-3,"Double Reclining Sofa with Center Drop-Down Cup holders, Receptacles and Hidden Drawer",86.5 x 40.25 x 40.25H,8206NF
8206NF-2,Double Glider Reclining Love Seat with Center Console and Receptacles,76 x 40.25 x 40.25H,8206NF
8206NF-1,Glider Reclining Chair,45 x 40.25 x 40.25H,8206NF
8207-3,Sofa,88.5 x 36.25 x 35.75H,8207
8207-2,Love Seat,61.75 x 36.25 x 35.75H,8207
8207-1,Chair,35 x 36.25 x 35.75H,8207
8208-3SC,Reversible Sofa Chaise,82 x 58.5 x 36.5H,8208-3SC
8209BR-3SC,Reversible Sofa Chaise,82 x 58.5 x 36.5H,8209BR-3SC
8210GRY-3,Double Reclining Sofa,86 x 39.25 x 40.5H,8210GRY
8210GRY-2,Double Glider Reclining Love Seat with Center Console,78 x 39.25 x 40.5H,8210GRY
8210GRY-1,Glider Reclining Chair,39 x 39.25 x 40.5H,8210GRY
8211*,Reversible Sectional with Pull-out Bed and Hidden Storage,97.75 x 59 x 35.25H,8211
8212-AC,Armless Chair,31.5 x 38.75 x 40H,8212 Sectional
8212-AR,Armless Reclining Chair,31.5 x 38.75 x 40H,8212 Sectional
8212-CN,Console,13.5 x 37.5 x 40H,8212 Sectional
8212-CR,Corner Seat,66 x 41.5 x 40H,8212 Sectional
8212-LR,Left Side Reclining Chair,41 x 38.75 x 40H,8212 Sectional
8212-RR,Right Side Reclining Chair,41 x 38.75 x 40H,8212 Sectional
8213-1,Push Back Reclining Chair,33 x 35 x 39H,8213-1
8214BRW-1,Push Back Reclining Chair,28.75 x 35.5 x 40H,8214BRW
8215BJ-1,Push Back Reclining Chair,31 x 35 x 39H,8215BJ-1
8215GY-1,Push Back Reclining Chair,31 x 35 x 39H,8215GY-1
8216DG-3,Sofa,85.5 x 34.25 x 36.5H,8216DG
8216DG-2,Love Seat,63 x 34.25 x 36.5H,8216DG
8216DG-1,Chair,40.5 x 34.25 x 36.5H,8216DG
8216DG-L,Left Side 3-Seater,75.5 x 34.25 x 36.5H,8216DG Sectional
8216DG-R,Right Side 3-Seater,84.5 x 34.25 x 36.5H,8216DG Sectional
8216SD-3,Sofa,85.5 x 34.25 x 36.5H,8216SD
8216SD-2,Love Seat,63 x 34.25 x 36.5H,8216SD
8216SD-1,Chair,40.5 x 34.25 x 36.5H,8216SD
8219-3,Sofa,78 x 34 x 35H,8219
8219-2,Love Seat,63 x 34 x 35H,8219
8219-1,Chair,43 x 34 x 35H,8219
8219-30,Cocktail Table,47 x 24 x 17H,8219
8222-1LT,POWER Lift Chair,31 x 35.75 x 42.25H,8222-1LT
8223BK-3PW*,POWER Double Reclining Sofa,87 x 37 x 39.25H,8223BK
8223BK-2PW*,POWER Double Reclining Love Seat,66 x 37 x 39.25H,8223BK
8223BK-1PW,POWER Reclining Chair,43 x 37 x 39.25H,8223BK
8223DB-3PW*,POWER Double Reclining Sofa,87 x 37 x 39.25H,8223DB
8223DB-2PW*,POWER Double Reclining Love Seat,66 x 37 x 39.25H,8223DB
8223DB-1PW,POWER Reclining Chair,43 x 37 x 39.25H,8223DB
8224DG-3,Sofa,78.25 x 32.5 x 30.5H,8224DG
8224DG-2,Love Seat,58 x 32.5 x 30.5H,8224DG
8224DG-1,Chair,39.25 x 32.5 x 30.5H,8224DG
8224TN-3,Sofa,78.25 x 32.5 x 30.5H,8224TN
8224TN-2,Love Seat,58 x 32.5 x 30.5H,8224TN
8224TN-1,Chair,39.25 x 32.5 x 30.5H,8224TN
8225-3,Sofa,87 x 35.5 x 37H,8225
8225-2,Love Seat,75.5 x 35.5 x 37H,8225
8225-1,Chair,39.25 x 35.5 x 37H,8225
8225-4,Ottoman,26 x 26 x 19H,8225
8225NGY-3,Sofa,87 x 35.5 x 37H,8225NGY
8225NGY-2,Love Seat,75.5 x 35.5 x 37H,8225NGY
8225NGY-1,Chair,39.25 x 35.5 x 37H,8225NGY
8225NGY-4,Ottoman,26 x 26 x 19H,8225NGY
8226DB-AC,Armless Chair,36 x 36 x 34H,8226DB
8226DB-CR,Corner Seat,36.5 x 36.5 x 34H,8226DB
8226DB-4,Ottoman,36 x 36 x 17.75H,8226DB
8226GY-AC,Armless Chair,36 x 36 x 34H,8226GY
8226GY-CR,Corner Seat,36.5 x 36.5 x 34H,8226GY
8226GY-4,Ottoman,36 x 36 x 17.75H,8226GY
8228BU*,Sectional with Pull-out Bed  and Hidden Storage,98 x 65.5 x 32 - 39H,8228BU*
8228TP*,Sectional with Pull-out Bed and Hidden Storage,98 x 65.5 x 32 - 39H,8228TP*
8229-AC,Armless Chair,25.25 x 38.25 x 41H,8229 Sectional
8229-ARPW,POWER Armless Reclining Chair,25.25 x 38.25 x 41H,8229 Sectional
8229-CN,Console,13.5 x 37.5 x 41H,8229 Sectional
8229-CR,Corner Seat,69 x 41.5 x 41H,8229 Sectional
8229-LRPW,POWER Left Side Reclining Chair,34 x 38.25 x 41H,8229 Sectional
8229-RRPW,POWER Right Side Reclining Chair,34 x 38.25 x 41H,8229 Sectional
8230BLK-3,Double Reclining Sofa,87.5 x 38.5 x 39.5H,8230BLK
8230BLK-2,Double Glider Reclining Love Seat with Center Console,78.5 x 38.5 x 39.5H,8230BLK
8230BLK-1,Glider Reclining Chair,42.5 x 38.5 x 39.5H,8230BLK
8230BLK-2L,Left Side Reclining Love Seat,65.5 x 38.5 x 39.5H,8230BLK Sectional
8230BLK-2RCN,Right Side Double Reclining Love Seat with Center Console,78.5 x 38.5 x 39.5H,8230BLK Sectional
8230BLK-CR,Corner Seat,65.5 x 41 x 39.5H,8230BLK Sectional
8230BRW-3,Double Reclining Sofa,87.5 x 38.5 x 39.5H,8230BRW
8230BRW-2,Double Glider Reclining Love Seat with Center Console,78.5 x 38.5 x 39.5H,8230BRW
8230BRW-1,Glider Reclining Chair,42.5 x 38.5 x 39.5H,8230BRW
8230BRW-2L,Left Side Reclining Love Seat,65.5 X 38.5 X 39.5H,8230BRW Sectional
8230BRW-2RCN,Right Side Double Reclining Love Seat with Center Console,78.5 X 38.5 X 39.5H,8230BRW Sectional
8230BRW-CR,Corner Seat,65.5 X 41 X 39.5H,8230BRW Sectional
8233FA-3,Sofa,91.75 x 35.25 x 38.5H,8233FA
8233FA-2,Love Seat,69.25 x 35.25 x 38.5H,8233FA
8233FA-5,Chaise,34.25 x 58.25 x 33.5H,8233FA
8233TT-3,Sofa,91.75 x 35.25 x 38.5H,8233TT
8233TT-2,Love Seat,69.25 x 35.25 x 38.5H,8233TT
8233TT-5,Chaise,34.25 x 58.25 x 33.5H,8233TT
8234RD-3,Sofa,83.5 x 33.75 x 38.75H,8234RD
8234RD-2,Love Seat,61.5 x 33.75 x 38.75H,8234RD
8234RD-5,Chaise,33.75 x 61.75 x 38.75H,8234RD
8234TT-3,Sofa,83.5 x 33.75 x 38.75H,8234TT
8234TT-2,Love Seat,61.5 x 33.75 x 38.75H,8234TT
8234TT-5,Chaise,33.75 x 61.75 x 38.75H,8234TT
8235GY-3,Sofa,88.25 x 34.5 x 33H,8235GY
8235GY-2,Love Seat,61.5 x 34.5 x 33H,8235GY
8235GY-1,Chair,35 x 34.5 x 33H,8235GY
8235GY-L,Left Side Chaise,31 x 58.5 x 33H,8235GY*
8235GY-R,Right Side 2-Seater,58 x 34.5 x 33H,8235GY*
8235SS-3,Sofa,88.25 x 34.5 x 33H,8235SS
8235SS-2,Love Seat,61.5 x 34.5 x 33H,8235SS
8235SS-1,Chair,35 x 34.5 x 33H,8235SS
8235SS-L,Left Side Chaise,31 x 58.5 x 33H,8235SS*
8235SS-R,Right Side 2-Seater,58 x 34.5 x 33H,8235SS*
8237PU-1PW,POWER Reclining Chair,38 x 36 x 40H,8237PU-1PW
8238-RC,"Right Side Chaise, Push Back Recliner",42 x 62.5 x 40H,8238 Sectional
8238-RR,Right Side Reclining Chair,42 x 39 x 40H,8238 Sectional
8238-AC,Armless Chair,32 x 39 x 40H,8238 Sectional
8238-AR,Armless Reclining Chair,32 x 39 x 40H,8238 Sectional
8238-CN,Console,13.5 x 38 x 40H,8238 Sectional
8238-CR,Corner Seat,68 x 41 x 40H,8238 Sectional
8238-LC,"Left Side Chaise, Push Back Recliner",42 x 62.5 x 40H,8238 Sectional
8238-LR,Left Side Reclining Chair,42 x 39 x 40H,8238 Sectional
8239-3,Sofa,85 x 36 x 39H,8239
8239-2,Love Seat,64 x 36 x 39H,8239
8239-1,Chair,44 x 36 x 39H,8239
8240-3,Double Reclining Sofa,86 x 38.75 x 40.5H,8240
8240-2,Double Reclining Love Seat,63.25 x 38.75 x 40.5H,8240
8240-1,Reclining Chair,40 x 38.75 x 40.5H,8240
8244BU-3,Sofa,81 x 39 x 39H,8244BU
8244BU-2,Love Seat,63 x 39 x 39H,8244BU
8244BU-1,Chair,41 x 39 x 39H,8244BU
8244RN-3,Sofa,81 x 39 x 39H,8244RN
8244RN-2,Love Seat,63 x 39 x 39H,8244RN
8244RN-1,Chair,41 x 39 x 39H,8244RN
8244SD-3,Sofa,81 x 39 x 39H,8244SD
8244SD-2,Love Seat,63 x 39 x 39H,8244SD
8244SD-1,Chair,41 x 39 x 39H,8244SD
8245BR-3SL,Sofa with Sleeper,Sofa: 83 x 36 x 38HSleeper Mattress: 60 x 71.75 x 4.75H,8245BR
8245BR-3,Sofa,83 x 36 x 38H,8245BR
8245BR-2,Love Seat,57 x 36 x 38H,8245BR
8245BR-1,Chair,36 x 36 x 38H,8245BR
8245GY-3SL,Sofa with Sleeper,"Sofa: 83 x 36 x 38H
Sleeper Mattress: 60 x 71.75 x 4.75H",8245GY
8245GY-3,Sofa,83 x 36 x 38H,8245GY
8245GY-2,Love Seat,57 x 36 x 38H,8245GY
8245GY-1,Chair,36 x 36 x 38H,8245GY
8246CR-3,Sofa,82.5 x 34.5 x 34.5H,8246CR
8246CR-2,Love Seat,57.5 x 34.5  x 34.5H,8246CR
8246CR-1,Chair,32 x 34.5 x 34.5H,8246CR
8246GY-3,Sofa,82.5 x 34.5 x 34.5H,8246GY
8246GY-2,Love Seat,57.5 x 34.5 x 34.5H,8246GY
8246GY-1,Chair,32 x 34.5 x 34.5H,8246GY
8248GRY-3,Sofa,72 x 32 x 35H,8248GRY
8248GRY-2,Love Seat,58 x 32 x 35H,8248GRY
8250GY-3,Sofa,79.75 x 33 x 33H,8250GY
8250GY-2,Love Seat,57 x 33 x 33H,8250GY
8250GY-1,Chair,34.25 x 33 x 33H,8250GY
8250RN-3,Sofa,79.75 x 33 x 33H,8250RN
8250RN-2,Love Seat,57 x 33 x 33H,8250RN
8250RN-1,Chair,34.25 x 33 x 33H,8250RN
8255GY-2LCNPHD,"POWER Left Side Reclining Love Seat with Center Console, Power Headrest and LED",64.5 x 39 x 40H,8255GY-PW Sectional
8255GY-2RCNPHD,"POWER Right Side Reclining Love Seat with Center Console, Power Headrest and LED",64.5 x 39 x 40H,8255GY-PW Sectional
8255GY-CR,Corner Seat,68 x 42.5 x 40H,8255GY-PW Sectional
8256GY-LPW,POWER Left Side Reclining Love Seat,71 x 41.75 x 29-36H,8256GY-PW Sectional
8256GY-R,Right Side Chaise,85 x 41.75 x 29 - 36H,8256GY-PW Sectional
8256-LPW,POWER Left Side Reclining Love Seat,71 x 41.75 x 29-36H,8256-PW Sectional
8256-R,Right Side Chaise,85 x 41.75 x 29 - 36H,8256-PW Sectional
8257BRW-3,Double Reclining Sofa,85 x 37.5 x 40H,8257BRW
8257BRW-2,Double Reclining Love Seat,62 x 37.5 x 40H,8257BRW
8257BRW-1,Reclining Chair,39 x 37.5 x 40H,8257BRW
8257GRY-3,Double Reclining Sofa,85 x 37.5 x 40H,8257GRY
8257GRY-2,Double Reclining Love Seat,62 x 37.5 x 40H,8257GRY
8257GRY-1,Reclining Chair,39 x 37.5 x 40H,8257GRY
8258-3,Double Reclining Sofa,85 x 39 x 40H,8258
8258-2,Double Reclining Love Seat,65 x 39 x 40H,8258
8258-1,Reclining Chair,40 x 39 x 40H,8258
8259-AC,Armless Chair,30 x 37 x 37 - 39.5H,8259-PW Sectional
8259-ARPW,POWER Armless Reclining Chair,30 x 37 x 37 - 39.5H,8259-PW Sectional
8259-CN,Console,13.5 x 37 x 37 - 39.5H,8259-PW Sectional
8259-CR,Corner Seat,64.5 x 40 x 37 - 39.5H,8259-PW Sectional
8259-LRPWH,POWER Left Side Reclining Chair with Power Headrest,40 x 37 x 37 - 39.5H,8259-PW Sectional
8259-RRPWH,POWER Right Side Reclining Chair with Power Headrest,40 x 37 x 37 - 39.5H,8259-PW Sectional
8260DB-AC,Armless Chair,31 x 39 x 39H,8260DB-PW Sectional
8260DB-ARPW,POWER Armless Reclining Chair,31 x 39 x 39H,8260DB-PW Sectional
8260DB-CN,Console,16 x 39 x 39H,8260DB-PW Sectional
8260DB-CR,Corner Seat,72 x 43 x 39H,8260DB-PW Sectional
8260DB-LRPW,POWER Left Side Reclining Chair,39 x 39 x 39H,8260DB-PW Sectional
8260DB-RRPW,POWER Right Side Reclining Chair,39 x 39 x 39H,8260DB-PW Sectional
8260GY-AC,Armless Chair,31 x 39 x 39H,8260GY-PW Sectional
8260GY-ARPW,POWER Armless Reclining Chair,31 x 39 x 39H,8260GY-PW Sectional
8260GY-CN,Console,16 x 39 x 39H,8260GY-PW Sectional
8260GY-CR,Corner Seat,72 x 43 x 39H,8260GY-PW Sectional
8260GY-LRPW,POWER Left Side Reclining Chair,39 x 39 x 39H,8260GY-PW Sectional
8260GY-RRPW,POWER Right Side Reclining Chair,39 x 39 x 39H,8260GY-PW Sectional
8267BE-1,"Push Back Reclining Chair, Beige",30.5 x 35.5 x 41H,8267BE-1
8267BU-1,"Push Back Reclining Chair, Blue",30.5 x 35.5 x 41H,8267BU-1
8267CH-1,"Push Back Reclining Chair, Chocolate",30.5 x 35.5 x 41H,8267CH-1
8267GY-1,"Push Back Reclining Chair, Gray",30.5 x 35.5 x 41H,8267GY-1
8267RN-1,"Push Back Reclining Chair, Orange",30.5 x 35.5 x 41H,8267RN-1
8268BR-1,Push Back Reclining Chair,27 x 35.5 x 42.5H,8268BR-1
8268GY-1,Push Back Reclining Chair,27 x 35.5 x 42.5H,8268GY-1
8268PU-1,Push Back Reclining Chair,27 x 35.5 x 42.5H,8268PU-1
8269-1,Push Back Reclining Chair,30 x 36 x 41.5H,8269-1
8270-1,Push Back Reclining Chair,32.5 x 34.5 x 38.5H,8270-1
8277CH*,Sectional with Pull-out Bed and Storage Ottoman,103.75 x 87.75 x 32 - 39H,8277CH Sectional
8289BU-3,Sofa,84 x 34 x 33.5H,8289BU
8289BU-2,Love Seat,62 x 34 x 33.5H,8289BU
8289BU-1,Chair,42 x 34 x 33.5H,8289BU
8289GY-3,Sofa,84 x 34 x 33.5H,8289GY
8289GY-2,Love Seat,62 x 34 x 33.5H,8289GY
8289GY-1,Chair,42 x 34 x 33.5H,8289GY
8300-1PW,POWER Reclining Chair,41.25 x 41 x 30 - 37.5H,8300
8300-3PW*,POWER Double Reclining Sofa,78.75 x 41 x 30 - 37.5H,8300
8300-2PW*,POWER Double Reclining Love Seat,64.5 x 41 x 30 - 37.5H,8300
8303-AC,Armless Chair,29.5 x 33 x 28.25H,8303
8303-LL,L Left Side 2-Seater/Right Side Chaise,65.75 x 33 x 28.25H,8303
8303-OT,Ottoman,57 x 31 x 18.5H,8303
8308-3PW*,POWER Double Reclining Sofa,87.75 x 36.5 x 39.5H,8308
8308-2PW*,POWER Double Reclining Love Seat,64.5 x 36.5 x 39.5H,8308
8308-1PW,POWER Reclining Chair,41.25 x 36.5 x 39.5H,8308
8308-5L,Left Side Chaise,32.25 x 62 x 39.5H,8308 Sectional
8308-5R,Right Side Chaise,32.25 x 62 x 39.5H,8308 Sectional
8308-AC,Armless Chair,23.25 x 36.5 x 39.5H,8308 Sectional
8308-ARPW,POWER Armless Reclining Chair,23.25 x 36.5 x 39.5H,8308 Sectional
8308-CN,Console,13 x 36.5 x 39.5H,8308 Sectional
8308-CR,Corner Seat,64.5 x 40 x 39.5H,8308 Sectional
8308-LCPW,POWER Left Side Reclining Chair with USB port,32.25 x 36.5 x 39.5H,8308 Sectional
8308-RCPW,POWER Right Side Reclining Chair with USB port,32.25 x 36.5 x 39.5H,8308 Sectional
8312-3,Sofa,72.75 x 33.75 x 33.75H,8312
8312-2,Love Seat,55.5 x 33.75 x 33.75H,8312
8312-1,Chair,36.75 x 33.75 x 33.75H,8312
8312DG-1,Chair,36.75 x 33.75 x 33.75H,8312DG
8312DG-3,Sofa,72.75 x 33.75 x 33.75H,8312DG
8312DG-2,Love Seat,55.5 x 33.75 x 33.75H,8312DG
8313-3,Sofa,87.5 x 37.5 x 39.75H,8313
8313-2,Love Seat,63.5 x 37.5 x 39.75H,8313
8313-1,Accent Chair,33 x 33 x 45.5H,8313
8318-3PW*,POWER Double Reclining Sofa,109.5 x 36.75 x 39.5H,8318
8318-2CNPW*,POWER Double Reclining Love Seat with Center Console,92 x 36.75 x 39.5H,8318
8318-1PW,POWER Reclining Chair,41.25 x 36.75 x 39.5H,8318
8318-5L,Left Side Chaise,39.5 x 62 x 39.5H,8318 Sectional
8318-5R,Right Side Chaise,39.5 x 62 x 39.5H,8318 Sectional
8318-AC,Armless Chair,30.5 x 36.75 x 39.5H,8318 Sectional
8318-ARPW,POWER Armless Reclining Chair,30.5 x 36.75 x 39.5H,8318 Sectional
8318-CN,Console,13 x 36.75 x 39.5H,8318 Sectional
8318-CR,Corner Seat,64.5 x 40 x 39.5H,8318 Sectional
8318-LRPW,POWER Left Side Reclining Chair with USB port,39.5 x 36.75 x 39.5H,8318 Sectional
8318-RRPW,POWER Right Side Reclining Chair with USB port,39.5 x 36.75 x 39.5H,8318 Sectional
8323-3,Sofa,89.75 x 31 x 37.75H,8323
8323-2,Love Seat,65 x 31 x 37.75H,8323
8323-1,Chair,40.25 x 31 x 37.75H,8323
8324-3,Sofa,87 x 33.75 x 31H,8324
8324-2,Love Seat,61.5 x 33.75 x 31H,8324
8324-1,Chair,36.75 x 33.75 x 31H,8324
8324-4,Ottoman,36.25 x 36.25 x 18.25H,8324
8325BLK-3,Double Reclining Sofa,79 x 36.5 x 39.5H,8325BLK
8325BLK-2,Double Reclining Love Seat,59 x 36.5 x 39.5H,8325BLK
8325BLK-1,Reclining Chair,38.5 x 36.5 x 39.5H,8325BLK
8325BRW-3,Double Reclining Sofa,79 x 36.5 x 39.5H,8325BRW
8325BRW-2,Double Reclining Love Seat,59 x 36.5 x 39.5H,8325BRW
8325BRW-1,Reclining Chair,38.5 x 36.5 x 39.5H,8325BRW
8326BLK-3,Double Reclining Sofa,81.5 x 38.5 x 39H,8326BLK
8326BLK-2,Double Reclining Love Seat,61 x 38.5 x 39H,8326BLK
8326BLK-1,Reclining Chair,42 x 38.5 x 39H,8326BLK
8326BRW-3,Double Reclining Sofa,81.5 x 38.5 x 39H,8326BRW
8326BRW-2,Double Reclining Love Seat,61 x 38.5 x 39H,8326BRW
8326BRW-1,Reclining Chair,42 x 38.5 x 39H,8326BRW
8327BE-3,Sofa,85.5 x 33.75 x 35.5H,8327BE
8327BE-2,Love Seat,67.25 x 33.75 x 35.5H,8327BE
8327BE-1,Chair,40.25 x 33.75 x 35.5H,8327BE
8327GY-1S,Accent Chair,30 x 33.75 x 37H,8327BE
8327BE-CR,Corner Seat,34.75 ?34.75 ?37H,8327BE Sectional
8327BE-L,Left Side 2-Seater,61 ?36 ?37H,8327BE Sectional
8327BE-R,Right Side 2-Seater,61 ?36 ?37H,8327BE Sectional
8327BLK-3,Sofa,85.5 x 33.75 x 35.5H,8327BLK
8327BLK-2,Love Seat,67.25 x 33.75 x 35.5H,8327BLK
8327BLK-1,Chair,40.25 x 33.75 x 35.5H,8327BLK
8327BLK-R,Right Side 2-Seater,61.5 x 36.25 x 37H,8327BLK Sectional
8327BLK-CR,Corner Seat,34.75 x 34.75 x 37H,8327BLK Sectional
8327BLK-L,L Left Side 2-Seater,61.5 x 36.25 x 37H,8327BLK Sectional
8327DBR-3,Sofa,85.75 x 36 x 35.5H,8327DBR
8327DBR-2,Love Seat,67.25 x 36 x 35.5H,8327DBR
8327DBR-1,Chair,40.5 x 36 x 35.5H,8327DBR
8327DBR-CR,Corner Seat,34.75 x 34.75 x 37H,8327DBR Sectional
8327DBR-L,Left Side 2-Seater,61 x 36 x 37H,8327DBR Sectional
8327DBR-R,Right Side 2-Seater,61 x 36 x 37H,8327DBR Sectional
8327GY-3,Sofa,85.5 x 33.75 x 35.5H,8327GY
8327GY-2,Love Seat,67.25 x 33.75 x 35.5H,8327GY
8327GY-1,Chair,40.25 x 33.75 x 35.5H,8327GY
8327GY-1S,Accent Chair,30 x 33.75 x 37H,8327GY
8327GY-1S,Accent Chair,30 x 33.75 x 37H,8327GY-1S
8327GY-CR,Corner Seat,34.75 ?34.75 ?37H,8327GY Sectional
8327GY-L,Left Side 2-Seater,61 ?36 ?37H,8327GY Sectional
8327GY-R,Right Side 2-Seater,61 ?36 ?37H,8327GY Sectional
8327RED-3,Sofa,85.5 x 33.75 x 35.5H,8327RED
8327RED-2,Love Seat,67.25 x 33.75 x 35.5H,8327RED
8327RED-1,Chair,40.25 x 33.75 x 35.5H,8327RED
8327RED-CR,Corner Seat,34.75 x 34.75 x 37H,8327RED Sectional
8327RED-L,L Left Side 2-Seater,61.5 x 36.25 x 37H,8327RED Sectional
8327RED-R,Right Side 2-Seater,61.5 x 36.25 x 37H,8327RED Sectional
8327TL-3,Sofa,85.5 x 33.75 x 35.5H,8327TL
8327TL-2,Love Seat,67.25 x 33.75 x 35.5H,8327TL
8327TL-1,Chair,40.25 x 33.75 x 35.5H,8327TL
8327TL-1S,Accent Chair,30 x 33.75 x 37H,8327TL
8327TL-1S,Accent Chair,30 x 33.75 x 37H,8327TL-1S
8327TL-CR,Corner Seat,34.75 ?34.75 ?37H,8327TL Sectional
8327TL-L,Left Side 2-Seater,61 ?36 ?37H,8327TL Sectional
8327TL-R,Right Side 2-Seater,61 ?36 ?37H,8327TL Sectional
8328-3,Sofa,72 x 31.5 x 36.25H,8328
8328-2,Love Seat,50.75 x 31.5 x 36.25H,8328
8328-1,Chair,29.5 x 31.5 x 36.25H,8328
8329BLK-3,Double Reclining Sofa,82 x 39.5 x 39.5H,8329BLK
8329BLK-2,Double Reclining Love Seat,62 x 39.5 x 39.5H,8329BLK
8329BLK-1,Reclining Chair Chair,37.5 x 39.5 x 39.5H,8329BLK
8329BRW-3,Double Reclining Sofa,82 x 39.5 x 39.5H,8329BRW
8329BRW-2,Double Reclining Love Seat,62 x 39.5 x 39.5H,8329BRW
8329BRW-1,Reclining Chair Chair,37.5 x 39.5 x 39.5H,8329BRW
8329CH-3,Double Reclining Sofa,82 x 39.5 x 39.5H,8329CH
8329CH-2,Double Reclining Love Seat,62 x 39.5 x 39.5H,8329CH
8329CH-1,Reclining Chair,37.5 x 39.5 x 39.5H,8329CH
8334BLK-3,Double Reclining Sofa with Center Drop-Down Cup Holders,87.5 x 38.5 x 39H,8334BLK
8334BLK-2,Double Glider Reclining Love Seat with Center Console,78 x 38.5 x 39H,8334BLK
8334BLK-1,Swivel Glider Reclining Chair,42 x 38.5 x 39H,8334BLK
8334DBR-3,Double Reclining Sofa with Center Drop-Down Cup Holders,87.5 x 38.5 x 39H,8334DBR
8334DBR-2,Double Glider Reclining Love Seat with Center Console,78 x 38.5 x 39H,8334DBR
8334DBR-1,Swivel Glider Reclining Chair,42 x 38.5 x 39H,8334DBR
